City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,aldama,22.9167,-98.0667,61.5,35,52,7.94,MX,1702258529
289,avarua,-21.2078,-159.775,80.65,78,75,28.77,CK,1702258530
290,horta,38.5333,-28.6333,62.02,74,99,18.99,PT,1702258530
291,hassi messaoud,31.6804,6.0729,55.11,46,81,8.55,DZ,1702258530
292,aibak,36.2647,68.0155,49.41,32,100,6.31,AF,1702258531
293,salym,60.0625,71.4789,-26.41,98,8,3.27,RU,1702258531
294,macau,22.2006,113.5461,77.72,94,40,2.3,MO,1702258531
295,namie,37.4833,141.0,53.98,65,100,7.92,JP,1702258451
296,nikolayevsk-on-amure,53.1406,140.73,-4.49,89,100,15.37,RU,1702258532
297,mukalla,14.5425,49.1242,72.16,59,4,4.88,YE,1702258287
298,port alfred,-33.5906,26.891,62.19,94,36,2.75,ZA,1702258533
299,gokwe,-18.2048,28.9349,66.9,77,77,7.63,ZW,1702258533
300,nema,57.5067,50.5011,-11.09,94,100,7.18,RU,1702258533
301,camana,-16.6228,-72.7111,68.36,82,100,6.46,PE,1702258533
302,tan-tan,28.438,-11.1032,71.46,27,100,10.4,MA,1702258534
303,andrews,32.3187,-102.5457,45.66,26,0,6.91,US,1702258534
304,toliara,-23.35,43.6667,77.0,74,3,5.23,MG,1702258534
305,tlahualilo de zaragoza,26.1167,-103.45,53.67,34,0,0.98,MX,1702258428
306,taroa,8.7058,171.2275,81.82,76,71,20.94,MH,1702258477
307,malanje,-9.5402,16.341,64.15,99,100,2.89,AO,1702258535
308,margate,51.3813,1.3862,52.9,74,80,18.01,GB,1702258274
309,subaykhan,34.8544,40.6083,57.36,69,50,9.26,SY,1702258536
310,jieshi,22.8134,115.8257,74.71,81,7,4.65,CN,1702258536
311,arroyo,41.6096,-4.7969,51.6,89,0,10.36,ES,1702258536
312,mandalgovi,45.7625,106.2708,3.27,93,100,6.62,MN,1702258537
313,cascais,38.6979,-9.4215,62.06,97,10,8.99,PT,1702258256
314,wanning,18.8003,110.3967,78.44,77,65,2.84,CN,1702258537
315,ampanihy,-24.7,44.75,73.24,73,40,1.45,MG,1702258537
316,tadine,-21.55,167.8833,77.43,57,94,16.69,NC,1702258538
317,keflavik,64.0049,-22.5624,36.03,93,100,9.22,IS,1702258538
318,vilyuysk,63.7553,121.6247,-20.25,97,100,7.29,RU,1702258511
319,lompoc,34.6391,-120.4579,63.79,57,0,4.61,US,1702258460
320,saldanha,-33.0117,17.9442,57.25,88,0,13.42,ZA,1702258539
321,port isabel,26.0734,-97.2086,56.01,59,0,0.0,US,1702258539
322,acapulco de juarez,16.8634,-99.8901,82.22,83,75,3.44,MX,1702258471
323,puerto baquerizo moreno,-0.9,-89.6,74.89,88,22,10.2,EC,1702258540
324,dinguiraye,11.3,-10.7167,68.85,23,59,3.13,GN,1702258540
325,khash,28.2211,61.2158,49.06,28,2,2.37,IR,1702258540
326,boyalik,41.2634,28.6314,43.77,90,100,2.39,TR,1702258541
327,mansa,29.9833,75.3833,53.62,27,1,1.16,IN,1702258541
328,tiquipaya,-17.3382,-66.2189,66.92,64,75,11.5,BO,1702258541
329,cidreira,-30.1811,-50.2056,68.07,92,100,17.52,BR,1702258250
330,olsztynek,53.5837,20.2847,29.84,99,100,10.07,PL,1702258542
331,suffolk,40.8668,-72.7996,59.86,94,100,16.11,US,1702258542
332,del rio,29.3627,-100.8968,54.0,27,0,4.61,US,1702258542
333,punta del este,-34.9667,-54.95,66.31,91,0,7.0,UY,1702258543
334,praia da vitoria,38.7333,-27.0667,63.75,77,20,13.47,PT,1702258543
335,castillos,-34.1667,-53.8333,60.01,96,6,5.1,UY,1702258543
336,san juan de miraflores,-12.1629,-76.9635,70.18,78,87,6.15,PE,1702258543
337,nanfeng,23.7434,111.7959,80.02,63,21,1.19,CN,1702258544
338,atafu village,-8.5421,-172.5159,83.53,77,100,14.76,TK,1702258544
339,kourou,5.1552,-52.6478,80.65,90,73,6.17,GF,1702258544
340,hunchun,42.8675,130.3581,19.09,24,94,5.59,CN,1702258545
341,shadrinsk,56.0852,63.6335,-23.22,95,10,7.87,RU,1702258545
342,uturoa,-16.7333,-151.4333,80.62,80,23,22.77,PF,1702258545
343,hasaki,35.7333,140.8333,64.29,65,83,2.48,JP,1702258546
344,dalandzadgad,43.5708,104.425,20.17,54,5,2.77,MN,1702258546
345,kavieng,-2.5744,150.7967,83.16,79,27,10.67,PG,1702258546
346,mount gambier,-37.8333,140.7667,61.99,90,100,13.24,AU,1702258252
347,belmonte,-15.8631,-38.8828,76.3,86,0,6.17,BR,1702258547
348,jincheng,35.5022,112.8328,28.62,91,100,1.63,CN,1702258547
349,kumagunnam,13.1551,10.6342,62.71,28,61,11.88,NG,1702258547
350,tralee,52.2704,-9.7026,47.61,90,20,9.24,IE,1702258548
351,uusikaupunki,60.8004,21.4084,20.75,95,100,8.3,FI,1702258548
352,coquimbo,-29.9533,-71.3436,60.53,77,0,3.44,CL,1702258548
353,ketchikan,55.3422,-131.6461,39.18,86,0,0.0,US,1702258469
354,guerrero negro,27.9769,-114.0611,66.45,45,0,6.31,MX,1702258549
355,llandudno,53.325,-3.8315,49.98,49,97,11.01,GB,1702258412
356,baishan,41.9431,126.4286,19.33,52,100,3.83,CN,1702258549
357,igarka,67.4667,86.5833,-21.26,98,100,6.04,RU,1702258550
358,labytnangi,66.6572,66.4183,-18.72,99,100,7.9,RU,1702258550
359,udachny,66.4167,112.4,-14.6,96,100,11.74,RU,1702258550
360,ves'yegonsk,58.664,37.2604,13.39,93,100,9.26,RU,1702258550
361,shetpe,44.1667,52.1167,24.48,95,98,17.36,KZ,1702258551
362,malanville,11.8685,3.3899,68.99,17,44,7.87,BJ,1702258498
363,tamale,9.4008,-0.8393,77.61,15,6,3.04,GH,1702258552
364,la passe,45.5549,-0.8967,61.03,83,100,24.79,FR,1702258552
365,savanna-la-mar,18.219,-78.1332,82.35,84,7,3.67,JM,1702258552
366,pukchil-lodongjagu,40.2019,125.7483,25.57,87,100,6.44,KP,1702258553
367,berezovyy,51.6667,135.7,-5.66,53,3,7.09,RU,1702258553
368,cidade velha,14.9167,-23.6167,73.87,78,20,6.91,CV,1702258553
369,aitape,-3.1374,142.3475,85.95,69,90,7.14,PG,1702258553
370,pamandzi,-12.7967,45.2794,83.98,79,20,14.97,YT,1702258554
371,nagqu,31.5,92.0,9.93,37,0,4.43,CN,1702258554
372,mahina,-17.5065,-149.489,87.57,66,75,8.05,PF,1702258554
373,dongxi,28.7614,106.6611,59.22,86,100,1.05,CN,1702258555
374,gadzhiyevo,69.2551,33.3362,6.42,92,86,15.28,RU,1702258555
375,waitara,-38.925,174.25,63.0,68,66,13.35,NZ,1702258555
376,awjilah,29.1081,21.2869,55.29,71,0,8.57,LY,1702258556
377,usogorsk,63.4106,48.6872,-5.33,93,100,10.09,RU,1702258556
378,pacific grove,36.6177,-121.9166,59.43,63,0,7.0,US,1702258556
379,moshkovo,55.3053,83.6104,-21.35,95,55,8.43,RU,1702258557
380,corowa,-36.0333,146.3833,91.58,37,97,8.43,AU,1702258557
381,inari,68.906,27.0288,7.0,91,100,9.95,FI,1702258557
382,portland,45.5234,-122.6762,54.28,95,100,5.99,US,1702258338
383,oranjemund,-28.55,16.4333,59.9,94,5,7.99,NA,1702258558
384,howard springs,-12.497,131.047,84.87,78,15,5.35,AU,1702258558
385,remire-montjoly,4.9167,-52.2667,80.64,83,75,5.75,GF,1702258559
386,nolensville,35.9523,-86.6694,39.02,71,100,10.36,US,1702258559
387,zalukokoazhe,43.9039,43.2156,35.83,96,99,6.58,RU,1702258559
388,pekanbaru,0.5333,101.45,77.32,100,20,3.44,ID,1702258559
389,lewiston orchards,46.3804,-116.9754,44.51,79,100,16.11,US,1702258400
390,afaahiti,-17.75,-149.2833,85.87,81,73,25.17,PF,1702258560
391,puerto deseado,-47.7503,-65.8938,65.46,45,100,15.7,AR,1702258560
392,kokopo,-4.352,152.2633,77.27,89,100,2.28,PG,1702258561
393,scottburgh,-30.2867,30.7532,65.86,86,100,6.08,ZA,1702258561
394,tshabong,-26.05,22.45,66.6,22,2,6.29,BW,1702258561
395,la palma,33.8464,-118.0467,70.9,40,0,5.75,US,1702258445
396,padangsidempuan,1.3667,99.2667,77.67,88,100,2.01,ID,1702258562
397,bouarfa,32.53,-1.95,52.09,55,1,3.65,MA,1702258562
398,tanjung pandan,-2.75,107.65,82.98,76,86,5.86,ID,1702258563
399,cockburn town,21.4612,-71.1419,78.76,69,40,14.97,TC,1702258563
400,floro,61.5996,5.0328,41.97,70,39,11.5,NO,1702258563
401,letlhakane,-21.4167,25.5833,66.81,82,100,5.44,BW,1702258564
402,island harbour,50.724,-1.2758,53.92,82,85,10.0,GB,1702258564
403,beyneu,45.3167,55.2,19.22,46,73,21.09,KZ,1702258564
404,manaquiri,-3.3167,-60.35,86.45,82,99,3.2,BR,1702258564
405,sandnessjoen,66.0217,12.6316,21.72,81,37,16.98,NO,1702258565
406,lerwick,60.1545,-1.1494,44.6,77,100,11.21,GB,1702258565
407,carbonear,47.7332,-53.2148,31.14,90,88,8.93,CA,1702258566
408,dashiqiao,40.6373,122.5025,15.75,36,100,17.25,CN,1702258566
409,shengli,37.4564,118.4856,30.38,88,100,14.79,CN,1702258566
410,peterhead,57.5058,-1.7981,43.2,90,100,22.46,GB,1702258567
411,freetown,8.484,-13.2299,79.41,79,61,4.16,SL,1702258567
412,panji,-7.7253,114.0995,86.7,57,100,3.31,ID,1702258567
413,pocone,-16.2567,-56.6228,80.2,66,99,3.49,BR,1702258568
414,kapuskasing,49.4169,-82.4331,21.29,86,100,10.36,CA,1702258391
415,port augusta,-32.5,137.7667,73.42,52,96,18.75,AU,1702258568
416,kegeyli shahar,42.7767,59.6078,15.89,37,100,19.89,UZ,1702258405
417,manaure,11.7751,-72.4445,81.03,75,6,19.48,CO,1702258569
418,boa vista,2.8197,-60.6733,84.18,61,0,8.05,BR,1702258569
419,ylitornio,66.3089,23.6773,7.74,98,100,3.53,FI,1702258569
420,lethem,3.3803,-59.7968,81.39,61,8,8.48,GY,1702258513
421,hobyo,5.3505,48.5268,80.37,75,95,19.22,SO,1702258453
422,buka,40.8108,69.1986,37.8,60,100,2.06,UZ,1702258571
423,gassol,8.5333,10.4667,70.7,21,1,5.73,NG,1702258571
424,illapel,-31.6308,-71.1653,66.79,74,79,2.98,CL,1702258306
425,flekkefjord,58.2971,6.6607,34.95,78,100,21.68,NO,1702258572
426,morant bay,17.8815,-76.4093,83.82,84,17,11.77,JM,1702258572
427,kapa'a,22.0752,-159.319,80.92,78,20,9.22,US,1702258427
428,as saffaniyah,27.9708,48.73,69.76,40,100,8.68,SA,1702258572
429,stephenville,32.2207,-98.2023,44.73,29,0,0.0,US,1702258543
430,benton,36.3334,-94.3335,39.11,57,0,0.0,US,1702258573
431,capbreton,43.6422,-1.4282,63.32,98,100,6.17,FR,1702258573
432,priargunsk,50.3691,119.1012,-34.58,98,64,1.68,RU,1702258574
433,yinchuan,38.4681,106.2731,33.69,38,100,0.45,CN,1702258574
434,tocopilla,-22.092,-70.1979,67.6,65,3,2.64,CL,1702258574
435,jayapura,-2.5333,140.7,90.79,79,87,7.27,ID,1702258575
436,carutapera,-1.195,-46.02,79.57,80,78,8.05,BR,1702258575
437,brandon,27.9378,-82.2859,67.91,94,0,5.99,US,1702258575
438,susuman,62.7833,148.1667,-12.01,99,93,5.01,RU,1702258576
439,tulle,45.3333,1.8333,55.54,98,100,9.62,FR,1702258576
440,mumford,5.2618,-0.759,80.11,81,6,3.71,GH,1702258576
441,sinabang,2.4803,96.3801,79.12,84,100,3.44,ID,1702258577
442,greenville,35.6127,-77.3663,64.56,98,100,9.22,US,1702258577
443,burry port,51.6843,-4.2469,52.2,86,100,25.32,GB,1702258577
444,mokhsogollokh,61.4681,128.9203,-15.93,88,100,10.36,RU,1702258578
445,kostroma,57.7708,40.9344,7.21,94,100,14.0,RU,1702258578
446,chandler,33.3062,-111.8412,64.45,21,0,5.75,US,1702258567
447,inhambane,-23.865,35.3833,77.81,93,57,9.6,MZ,1702258579
448,saint-pierre,-21.3393,55.4781,74.88,78,0,6.91,RE,1702258416
449,castres,43.5833,2.1667,57.43,100,0,3.44,FR,1702258580
450,serrana,-21.2114,-47.5956,69.75,95,100,2.28,BR,1702258346
451,moires,35.0532,24.8744,53.22,82,100,2.84,GR,1702258580
452,siwa oasis,29.2041,25.5195,57.9,55,20,9.01,EG,1702258580
453,luanco,43.6152,-5.7934,67.48,95,100,5.82,ES,1702258581
454,santiago de cao,-7.9589,-79.2392,68.13,83,75,8.05,PE,1702258581
455,timbuktu,16.7735,-3.0074,66.45,18,6,11.12,ML,1702258457
456,ulimang,7.6242,134.6421,86.41,77,12,14.85,PW,1702258376
457,ahmadpur east,29.1431,71.2598,60.37,24,0,6.4,PK,1702258582
458,saudarkrokur,65.7461,-19.6394,27.57,90,100,10.8,IS,1702258582
459,aconibe,1.2968,10.9369,68.99,98,100,2.37,GQ,1702258582
460,nuriootpa,-34.4833,139.0,74.55,42,83,9.4,AU,1702258439
461,richards bay,-28.783,32.0377,66.83,93,100,8.9,ZA,1702258583
462,hirara,24.8,125.2833,79.07,78,75,10.36,JP,1702258583
463,prado,-17.3411,-39.2208,74.35,88,0,0.54,BR,1702258285
464,fort-shevchenko,44.5086,50.263,30.18,89,99,19.51,KZ,1702258584
465,san luis de la loma,17.2706,-100.8939,79.99,74,100,4.27,MX,1702258584
466,salinas,36.6777,-121.6555,59.83,56,0,0.0,US,1702258564
467,pierre,44.3683,-100.351,32.86,76,40,5.75,US,1702258585
468,breves,-1.6822,-50.4803,79.02,81,99,6.82,BR,1702258585
469,san salvador de jujuy,-24.1946,-65.2971,65.73,91,77,2.64,AR,1702258586
470,kupang,-10.1667,123.5833,86.58,79,40,5.75,ID,1702258586
471,dzuunmod,48.2199,97.3744,-11.13,83,3,5.73,MN,1702258586
472,yarmouth,41.7057,-70.2286,59.65,95,100,13.8,US,1702258336
473,bandiagara,14.3501,-3.6104,70.52,17,6,8.5,ML,1702258587
474,antalaha,-14.9003,50.2788,73.58,88,85,5.53,MG,1702258587
475,juegang,32.3174,121.1855,51.82,89,100,21.03,CN,1702258587
476,yuzhno-kurilsk,44.0306,145.8556,33.37,76,93,18.01,RU,1702258588
477,metlili chaamba,32.2667,3.6333,55.42,48,4,7.76,DZ,1702258588
478,noshiro,40.2039,140.0242,41.83,55,48,9.31,JP,1702258588
479,kyabe,9.4515,18.9449,73.44,21,99,6.29,TD,1702258589
480,buchanan,5.8808,-10.0467,79.77,83,57,5.12,LR,1702258589
481,port douglas,-16.4833,145.4667,84.79,60,63,10.83,AU,1702258590
482,tukrah,32.5341,20.5791,59.68,84,26,14.79,LY,1702258590
483,goroka,-6.0834,145.3873,74.62,72,94,2.98,PG,1702258590
484,zeya,53.75,127.2667,-14.51,76,3,5.97,RU,1702258591
485,chimbote,-9.0853,-78.5783,67.05,86,98,8.52,PE,1702258465
486,melekeok village,7.4957,134.6367,86.56,74,75,11.5,PW,1702258591
487,altay,47.8667,88.1167,7.18,67,100,6.29,CN,1702258592
488,douentza,14.9951,-2.9517,67.42,22,7,4.18,ML,1702258592
489,samdari,25.8167,72.5833,61.92,34,0,3.18,IN,1702258592
490,leer,53.2316,7.461,48.18,94,70,1.01,DE,1702258593
491,santa ana,33.7456,-117.8678,70.65,39,40,6.91,US,1702258593
492,bakchar,57.0186,82.0711,-21.89,95,28,6.58,RU,1702258593
493,piton saint-leu,-21.2196,55.3151,71.71,78,0,6.91,RE,1702258594
494,kurmuk,10.55,34.2833,73.76,29,6,4.18,SD,1702258594
495,madison,34.7334,-86.5667,40.41,75,40,14.97,US,1702258457
496,san luis,-33.295,-66.3356,76.3,36,40,18.21,AR,1702258466
497,mossel bay,-34.1831,22.146,62.28,81,3,4.47,ZA,1702258595
498,vikulovo,56.8167,70.6107,-24.97,98,44,7.47,RU,1702258595
499,crane,31.3974,-102.3501,48.13,23,0,4.61,US,1702258596
500,al kharijah,25.4514,30.5464,59.88,32,10,4.12,EG,1702258596
501,turpan,42.9333,89.1667,30.65,73,31,1.57,CN,1702258596
502,rawson,-43.3002,-65.1023,68.7,43,93,26.53,AR,1702258597
503,maragogi,-9.0122,-35.2225,77.61,79,1,7.29,BR,1702258597
504,bocas del toro,9.3333,-82.25,75.0,83,36,7.0,PA,1702258597
505,tidjikja,18.5564,-11.4271,66.31,24,4,15.3,MR,1702258597
506,narvik,68.4384,17.4272,24.21,74,98,5.5,NO,1702258598
507,kalilangan,7.8211,124.7314,77.76,66,49,2.64,PH,1702258598
508,ataq,14.5377,46.8319,56.08,34,7,2.68,YE,1702258598
509,leua,48.2156,18.6071,36.5,100,100,5.44,SK,1702258599
510,nouadhibou,20.931,-17.0347,71.58,53,4,11.5,MR,1702258599
511,okoneshnikovo,54.8377,75.0834,-16.6,99,95,7.81,RU,1702258599
512,rosarito,32.3333,-117.0333,66.24,40,71,4.85,MX,1702258599
513,luis correia,-2.8792,-41.6669,80.26,80,99,15.75,BR,1702258600
514,narayanganj,23.6233,90.5011,64.42,51,0,4.14,BD,1702258600
515,revda,56.801,59.9303,-31.07,100,71,2.77,RU,1702258600
516,ambovombe,-25.1667,46.0833,74.55,85,65,2.35,MG,1702258601
517,slave lake,55.2834,-114.769,31.98,59,100,17.27,CA,1702258326
518,viru,-8.4167,-78.75,71.67,73,100,3.36,PE,1702258601
519,happy valley-goose bay,53.3168,-60.3315,37.71,70,100,9.22,CA,1702258601
520,ndele,8.4109,20.6473,73.69,25,99,2.24,CF,1702258602
521,jianguang,28.1938,115.7836,57.34,85,100,12.46,CN,1702258602
522,chiredzi,-21.05,31.6667,71.44,92,100,6.4,ZW,1702258602
523,mejit,10.2753,170.8646,80.91,77,100,19.04,MH,1702258603
524,galliano,29.4422,-90.2992,55.4,62,0,8.21,US,1702258603
525,chos malal,-37.3781,-70.2709,75.43,23,51,8.48,AR,1702258603
526,cu chi,10.9667,106.4667,82.42,71,100,6.13,VN,1702258604
527,haiku-pauwela,20.9219,-156.3051,86.02,60,40,13.8,US,1702258604
528,ceeldheer,3.8488,47.1806,78.64,83,6,14.03,SO,1702258605
529,mogocha,53.7333,119.7667,-21.12,78,5,1.92,RU,1702258605
530,tabou,4.423,-7.3528,79.3,83,4,4.9,CI,1702258605
531,parauna,-16.9478,-50.4486,73.69,77,100,2.91,BR,1702258606
532,wuyang,31.9925,116.2472,37.45,80,100,9.66,CN,1702258606
533,rocha,-34.4833,-54.3333,57.54,97,0,4.14,UY,1702258606
534,petropavlovsk-kamchatsky,53.0452,158.6483,34.39,95,75,15.01,RU,1702258607
535,obihiro,42.9172,143.2044,33.21,41,6,14.67,JP,1702258607
536,kyzyl,51.7,94.45,-28.98,99,99,1.01,RU,1702258607
537,castro,-24.7911,-50.0119,61.5,96,100,4.16,BR,1702258608
538,palos de la frontera,37.2346,-6.8947,55.36,86,0,3.0,ES,1702258608
539,sarkand,45.41,79.9186,20.01,90,100,1.52,KZ,1702258608
540,country club estates,31.2127,-81.4643,64.42,99,75,9.22,US,1702258608
541,minbu,20.1833,94.8833,74.77,70,8,7.4,MM,1702258609
542,komsomol'skiy,43.9783,46.6985,37.02,79,99,7.05,RU,1702258609
543,canutama,-6.5339,-64.3831,81.57,73,90,2.21,BR,1702258609
544,lospalos,-8.5186,127.0025,86.58,56,96,0.49,TL,1702258610
545,buenaventura,3.8801,-77.0312,76.98,96,100,2.71,CO,1702258610
546,st. john's,47.5649,-52.7093,30.67,91,0,8.05,CA,1702258538
547,aceuchal,38.6712,-6.4963,48.49,90,0,2.24,ES,1702258610
548,kirakira,-10.4544,161.9205,81.54,83,96,0.4,SB,1702258611
549,corner brook,48.9667,-57.9484,26.76,89,100,5.66,CA,1702258516
550,hailar,49.2,119.7,-25.15,97,60,4.25,CN,1702258611
551,melfort,52.8667,-104.6177,26.73,80,100,10.36,CA,1702258611
552,zhenlai,45.8495,123.2973,3.51,56,23,3.02,CN,1702258612
553,sekong,-6.3996,106.0252,85.35,65,54,4.29,ID,1702258612
554,xai-xai,-25.0519,33.6442,75.56,92,67,7.72,MZ,1702258612
555,sambava,-14.2667,50.1667,75.56,89,99,7.76,MG,1702258613
556,ad darb,17.7229,42.2526,75.87,76,23,5.32,SA,1702258613
557,rapla,59.0072,24.7928,21.88,95,100,7.4,EE,1702258613
558,anjiang,27.3194,110.1031,50.56,92,100,6.13,CN,1702258614
559,lowell,42.6334,-71.3162,61.84,84,100,12.66,US,1702258463
560,nanning,22.8167,108.3167,72.05,82,90,7.45,CN,1702258615
561,aleg,17.0481,-13.9209,73.63,19,37,12.15,MR,1702258615
562,chania,35.5122,24.0156,53.2,87,75,0.0,GR,1702258595
563,dumai,1.6833,101.45,79.88,88,100,2.46,ID,1702258615
564,alo,7.4178,6.7371,83.26,43,99,0.96,NG,1702258616
565,la peca,-5.6111,-78.435,69.89,87,20,3.87,PE,1702258616
566,pangoa,-12.1167,-73.0,69.22,98,14,3.09,PE,1702258616
567,arizona city,32.7559,-111.671,59.59,21,3,6.4,US,1702258616
568,rawai,7.7797,98.3253,82.51,81,86,7.54,TH,1702258617
569,imbituba,-28.24,-48.6703,72.86,95,100,14.97,BR,1702258617
570,codrington,-38.2667,141.9667,64.42,76,100,15.7,AU,1702258617
571,saacow,1.6279,42.4407,76.39,82,6,7.07,SO,1702258618
572,paracale,14.2804,122.7881,83.64,77,92,9.86,PH,1702258618
573,vila franca do campo,37.7167,-25.4333,64.89,99,100,11.99,PT,1702258334
574,cabo san lucas,22.8909,-109.9124,79.11,50,0,4.61,MX,1702258578
575,ar ruways,24.1103,52.7306,72.25,69,88,7.27,AE,1702258619
576,douvres-la-delivrande,49.2947,-0.3804,54.14,82,100,23.02,FR,1702258619
577,miquelon,47.0975,-56.3814,37.4,90,100,17.25,PM,1702258619
